,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
115115,Brand36,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Oral Market,Oral Market,Not Available,Class2,MOTRX,381.4708,381.4708,,
115131,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,TRX,2.6145,2.6145,,
115197,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
115198,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,4.7589,4.7589,,
115440,Brand11,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,15.7862,15.7862,,
115461,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,TRX,18.9174,,,
115481,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class3,TRX,295.867,,,
115523,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class1,TRX,53.6633,,,
115602,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,46.6238,,,
115606,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,NBRX,0.0,,,
115632,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,333.2326,,,
115723,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,0.6898,,,
115739,Brand24,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,1.706,1.706,,
115740,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
115782,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,NBRX,35.8997,,,
115867,Brand7,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,123.4588,123.4588,,
115981,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,TRX,2.2147,2.2147,,
116019,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class4,MOTRX,7.8434,,,
116028,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,80.1953,80.1953,,
116030,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,NBRX,24.8801,,,
116043,Brand3,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,110.273,,
116089,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,TRX,33.4759,,,
116142,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,2.0652,,,
116151,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,1.1434,1.1434,,
116169,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,4709.9505,4709.9505,,
116206,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,TRX,23.0088,23.0088,,
116266,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,TRX,1088.3337,,,
116286,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,7.0191,,,
116297,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Not Available,Not Available,Class1,NBRX,5.7488,,,
116337,Brand32,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,IV Market,Not Available,Class3,MOTRX,0.9504,,,0.9504
116403,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,,,
116411,Brand42,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class5,MOTRX,,1.5098,,
116459,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,TRX,113.5043,,,
116490,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,BnB IV Market,BnB IV Market,Not Available,Class1,NBRX,25.3946,,,
116502,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,MOTRX,25.6901,25.6901,,
116509,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,1.1494,1.1494,,
116525,Brand37,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,6.2894,6.2894,,
116554,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,0.0,0.0
116559,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,4.5391,,
116592,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,IV Market,Not Available,Not Available,Class1,TRX,1.3901,1.3901,,
116714,Brand3,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,TRX,,116.724,,
116715,Brand3,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,,17.7802,,
116763,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,TRX,70.5642,70.5642,,
116844,Brand32,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class3,TRX,65.051,,,65.051
116845,Brand32,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,IV Market,Not Available,Class3,MOTRX,65.051,,,65.051
116916,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,305.9748,,
116931,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,63.6792,63.6792,,
116966,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,99.7426,99.7426,,
117159,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,147.7333,,,
117314,Brand29,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class4,NBRX,0.0,0.0,,
117361,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,TRX,4.9909,4.9909,,
117362,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,5.3474,5.3474,,
117442,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,3.3904,3.3904,,
117482,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,4.5089,4.5089,,
117638,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class3,MOTRX,2.764,2.764,,
117644,Brand24,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,1.7164,1.7164,,
117811,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,11755.3958,,
117857,Brand17,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,IV Market,Not Available,Not Available,Class1,TRX,2.2405,2.2405,,
117973,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class4,NBRX,1.8596,1.8596,,
117984,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class3,TRX,15.4628,15.4628,,18.31116427
118061,Brand22,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,109.2917,,
118075,Brand26,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,0.6161,0.6161,,
118219,Brand40,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,7.8539,,
118228,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,954.9171,954.9171,,
118234,Brand1,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication10,IV Market,IV Market,Not Available,Class1,TRX,49.2304,49.2304,,
118334,Brand14,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
118343,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,18.7664,,,
118441,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,0.0,0.0,,
118469,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class1,MOTRX,42.4581,42.4581,,
118484,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,MOTRX,24.3962,24.3962,,
118519,Brand23,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class1,TRX,600.0626,600.0626,,
118532,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,2.3771,2.3771,,
118636,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,2757.8091,2757.8091,,
118790,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,1.7216,1.7216,,
118810,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,921.1356,921.1356,,
118856,Brand37,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,3.0978,3.0978,,
118896,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class3,MOTRX,2.764,,,
119004,Brand30,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,43.0052,,
119055,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Not Available,Not Available,Class1,MOTRX,471.1424,471.1424,,
119075,Brand7,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,TRX,1636.5001,1636.5001,,
119239,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,MOTRX,1.7057,,,
119242,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class3,NBRX,7.3649,7.3649,,9.043068662
119275,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Other Market,Other Market,Not Available,Class4,NBRX,1.8596,1.8596,,
119318,Brand40,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,18.4342,,
119451,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,4.5089,,,
119461,Brand22,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,109.2917,,
119550,Brand25,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,1.2542,1.2542,,
119568,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class3,NBRX,0.0,0.0,,
119613,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,2.288,2.288,,
119669,Brand18,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
119959,Brand39,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,18.2789,,
120082,Brand5,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,164.3151,164.3151,,
120097,Brand5,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,TRX,2828.0784,2828.0784,,
120188,Brand37,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,6.2894,6.2894,,
120196,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class3,MOTRX,,2.7792,,
120200,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class3,MOTRX,7.3382,7.3382,,
120361,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
120409,Brand1,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
120426,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,67.9917,,
120500,Brand6,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class3,TRX,65.051,65.051,,65.051
120532,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,1.1465,1.1465,,
120555,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,174.705,174.705,,214.5133418
120669,Brand35,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,2.1482,2.1482,,
120678,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,2.0652,2.0652,,
120729,Brand4,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,TRX,1.2238,1.2238,,
120806,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class3,NBRX,3.0926,3.0926,,3.797280906
120807,Brand30,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,8032.5027,8032.5027,,
120879,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,TRX,1.592,1.592,,
120924,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,
120984,Brand22,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,22.3533,,
121029,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class3,TRX,292.9097,292.9097,,328.1948042
121060,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,NBRX,33.1767,33.1767,,
121074,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,1.1033,,
121193,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Other Market,Other Market,Not Available,Class4,MOTRX,5.5252,5.5252,,
121224,Brand1,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication10,IV Market,IV Market,Not Available,Class1,NBRX,0.0,0.0,,
121327,Brand29,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,TRX,60.8474,60.8474,,
121348,Brand2,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Not Available,Not Available,Class1,TRX,3283.4347,3283.4347,,
121400,Brand15,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Other Market,Other Market,Not Available,Class3,MOTRX,288.8868,288.8868,280.9106579,322.5947487
121415,Brand37,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,TRX,32.228,32.228,,
121441,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,MOTRX,205.8934,205.8934,,
121459,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,TRX,273.6104,273.6104,,
121479,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,,1.8032,,
121545,Brand22,1,PED,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,175.0833,175.0833,,
121771,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,2.0336,,
121960,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,242.0942,242.0942,,
122004,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
122287,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
122399,Brand5,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,1.1494,1.1494,,
122400,Brand18,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
122435,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,TRX,56.498,56.498,,
122534,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
122565,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,35.4595,,
122787,Brand40,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,18.4342,,
122832,Brand3,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,2546.6554,,
122837,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Oral Market,Oral Market,Not Available,Class2,MOTRX,243.0086,243.0086,,
122852,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,504.3756,,
122854,Brand9,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.8141,,
122855,Brand9,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,72.039,,
122907,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Other Market,Not Available,Class1,NBRX,7.3903,7.3903,,
122945,Brand36,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Oral Market,Oral Market,Not Available,Class2,NBRX,34.8126,34.8126,,
122960,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,MOTRX,,10.9849,,
122995,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,30.8228,,
123084,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class2,MOTRX,,38.1975,,
123147,Brand33,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,1.0125,1.0125,,
123196,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class3,MOTRX,2964.2034,2964.2034,,
123350,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,1.9318,1.9318,,
123416,Brand21,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,300.0313,,
123430,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
123433,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,21.1281,,
123570,Brand41,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class5,NBRX,,1.8038,,
123583,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,,1.4134,,
123584,Brand25,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,1.4134,,
123611,Brand5,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,183.3595,,
123675,Brand35,2,PED,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,397.0,397.0,,
123720,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,TRX,22.7698,22.7698,,
123913,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class2,MOTRX,,4.5919,,
124248,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,TRX,3.8981,3.8981,,
124398,Brand3,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,131.0408,,
124444,Brand38,1,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,,2.5765,,
124455,Brand42,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,96.9701,,
124504,Brand11,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,,1.4618,,
124505,Brand11,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,,1.4618,,
